//Janela esquerda
-0.51;0.15;0.15;1.0;1.0;1.0;1.0;0.0
-0.51;0.15;-0.15;1.0;1.0;1.0;1.0;1.0
-0.51;-0.15;-0.15;1.0;1.0;1.0;0.0;1.0
-0.51;-0.15;-0.15;1.0;1.0;1.0;0.0;1.0
-0.51;-0.15;0.15;1.0;1.0;1.0;0.0;0.0
-0.51;0.15;0.15;1.0;1.0;1.0;1.0;0.0
//Janela direita
0.51;0.15;0.15;1.0;1.0;1.0;1.0;0.0
0.51;0.15;-0.15;1.0;1.0;1.0;1.0;1.0
0.51;-0.15;-0.15;1.0;1.0;1.0;0.0;1.0
0.51;-0.15;-0.15;1.0;1.0;1.0;0.0;1.0
0.51;-0.15;0.15;1.0;1.0;1.0;0.0;0.0
0.51;0.15;0.15;1.0;1.0;1.0;1.0;0.0
//Janela tras
-0.15;-0.15;-0.51;1.0;1.0;1.0;0.0;0.0
0.15;-0.15;-0.51;1.0;1.0;1.0;1.0;0.0
0.15;0.15;-0.51;1.0;1.0;1.0;1.0;1.0
0.15;0.15;-0.51;1.0;1.0;1.0;1.0;1.0
-0.15;0.15;-0.51;1.0;1.0;1.0;0.0;1.0
-0.15;-0.15;-0.51;1.0;1.0;1.0;0.0;0.0
//Porta frente
-0.35;-0.5;0.51;1.0;1.0;1.0;0.0;0.0
0.1;-0.5;0.51;1.0;1.0;1.0;1.0;0.0
0.1;0.1;0.51;1.0;1.0;1.0;1.0;1.0
-0.35;-0.5;0.51;1.0;1.0;1.0;0.0;0.0
-0.35;0.1;0.51;1.0;1.0;1.0;1.0;0.0
0.1;0.1;0.51;1.0;1.0;1.0;1.0;1.0


