//Chamine frente
0.4;0.5;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;0.1;1.0;1.0;1.0;0.0;0.0
//Chamine tras
0.4;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;-0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.85;-0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;-0.1;1.0;1.0;1.0;0.0;0.0
//Chamine esquerda
0.4;0.5;0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.4;0.85;-0.1;1.0;1.0;1.0;0.0;0.0
//Chamine direita
0.2;0.5;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.5;-0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.85;0.1;1.0;1.0;1.0;0.0;0.0
0.2;0.85;-0.1;1.0;1.0;1.0;0.0;0.0


