//Arvore Troco Frente
-1.5;-0.5;-0.5;0.3;0.0;0.0;0.0;0.0
-1.3;-0.5;-0.5;0.3;0.0;0.0;1.0;0.0
-1.5;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.5;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.3;0.5;-0.5;0.3;0.0;0.0;0.0;1.0
-1.3;-0.5;-0.5;0.3;0.0;0.0;0.0;0.0
//Arvore Troco tras
-1.5;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0
-1.3;-0.5;-0.3;0.3;0.0;0.0;1.0;0.0
-1.5;0.5;-0.3;0.3;0.0;0.0;1.0;1.0
-1.5;0.5;-0.3;0.3;0.0;0.0;1.0;1.0
-1.3;0.5;-0.3;0.3;0.0;0.0;0.0;1.0
-1.3;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0
//Arvore Troco direita
-1.5;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0
-1.5;-0.5;-0.5;0.3;0.0;0.0;1.0;0.0
-1.5;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.5;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.5;0.5;-0.3;0.3;0.0;0.0;0.0;1.0
-1.5;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0
//Arvore Troco esquerda
-1.3;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0
-1.3;-0.5;-0.5;0.3;0.0;0.0;1.0;0.0
-1.3;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.3;0.5;-0.5;0.3;0.0;0.0;1.0;1.0
-1.3;0.5;-0.3;0.3;0.0;0.0;0.0;1.0
-1.3;-0.5;-0.3;0.3;0.0;0.0;0.0;0.0

